week_num,sku_num,beer_brand,sku_size_oz,bottle,light_color,amber_color,golden_color,lite_beer,regular_beer,ad_spend,price_per_oz,beer_distbn,promo,beer_sales_vol,month
11,44,Heineken,72.00000002,1,0,0,0,0,0,1,0.099930757,0.636363636,83.60999999,8279.999997,3
7,8,Bud,72.00000002,0,1,0,0,1,0,151079.0003,0.067711131,0.436363636,1,5471.999998,2
13,65,Michelbob,144,1,1,0,0,1,0,39337.99993,0.060922948,1,1,98927.99982,4
10,62,Michelbob,72.00000002,1,1,0,0,1,0,2205,0.071827292,0.709090909,1,8640.000002,3
7,12,Bud,63.99999998,1,1,0,0,1,0,151079.0003,0.079153518,0.127272727,1,960.0000005,2
8,73,Miller,144,1,1,0,0,0,1,15313,0.043801744,0.854545454,2.739999999,41328.00019,2
8,1,Amstel,144,0,0,1,0,1,0,14758.00001,0.098081119,0.418181818,12.99999999,7200,2
14,3,Amstel,144,1,0,1,0,1,0,14758.00001,0.098575419,0.927272727,17.71,51696.0001,4
10,13,Bud,72.00000002,1,1,0,0,0,1,124692.0005,0.067758571,0.963636363,1,18216,3
10,76,Miller,144,0,1,0,0,0,1,15313,0.044298774,0.8,1,26063.99998,3
10,30,Corona,144,1,1,0,0,0,1,38192.00005,0.098051971,0.981818181,79.26000002,164304.0001,3
13,13,Bud,72.00000002,1,1,0,0,0,1,124692.0005,0.067848497,0.981818181,1,18791.99999,4
11,23,Coors,144,0,1,0,0,0,1,6358.999998,0.059324396,0.327272727,1,4176.000002,3
8,39,Heineken,72.00000002,1,0,0,1,0,1,58738.00025,0.097310363,0.981818181,72.25,34559.9999,2
8,72,Miller,95.99999998,0,1,0,0,0,1,15313,0.03670153,0.381818182,1,10656,2
11,22,Coors,48.00000002,0,1,0,0,0,1,6358.999998,0.07603636,0.272727273,1,1968.000001,3
14,43,Heineken,72.00000002,1,0,0,1,1,0,1,0.1040567,0.581818182,1,14328,4
10,26,Coors,144,1,1,0,0,1,0,140427,0.058511374,0.981818181,1,86976.00022,3
8,30,Corona,144,1,1,0,0,0,1,38192.00005,0.097991003,0.981818181,97.5,144144.0002,2
14,73,Miller,144,1,1,0,0,0,1,15313,0.046789034,0.909090909,1,58464.00005,4
4,76,Miller,144,0,1,0,0,0,1,15313,0.044261413,0.763636364,1,21600.00001,1
4,9,Bud,72.00000002,1,1,0,0,1,0,151079.0003,0.067220316,0.872727273,1,15768,1
8,61,Michelbob,144,1,0,0,1,0,1,785.0000002,0.056776298,0.618181818,84.87,22320.00008,2
11,3,Amstel,144,1,0,1,0,1,0,14758.00001,0.099147728,0.836363636,91.03999997,36144.00005,3
10,78,Miller,72.00000002,1,1,0,0,1,0,151965.9999,0.058502056,0.163636364,1,6048.000001,3
7,19,Bud,144,1,1,0,0,0,1,124692.0005,0.057160531,0.981818181,58.89,62928.00034,2
14,72,Miller,95.99999998,0,1,0,0,0,1,15313,0.036888876,0.418181818,1,10752,4
2,60,Michelbob,144,1,0,1,0,0,0,6539.999997,0.061187883,0.781818181,1,17279.99999,1
1,26,Coors,144,1,1,0,0,1,0,140427,0.057622367,0.981818181,95.47,93743.99983,1
2,25,Coors,144,0,1,0,0,1,0,140427,0.057425858,0.981818181,95.18000003,111312.0002,1
8,40,Heineken,288.0000001,1,0,0,1,0,1,58738.00025,0.091391852,0.109090909,1,2304,2
11,73,Miller,144,1,1,0,0,0,1,15313,0.045695125,0.836363636,1,40607.99998,3
10,64,Michelbob,144,1,1,0,0,1,0,2205,0.060622173,0.927272727,1,44208.00013,3
7,14,Bud,216,1,0,0,1,0,1,1,0.057432944,0.290909091,101,9287.999996,2
4,29,Coors,144,1,1,0,0,0,1,6358.999998,0.057811389,0.381818182,62.90000002,6048.000001,1
14,13,Bud,72.00000002,1,1,0,0,0,1,124692.0005,0.067760922,0.945454545,1,22320.00008,4
8,16,Bud,72.00000002,0,1,0,0,0,1,124692.0005,0.067547878,0.909090909,1,18936,2
8,80,Miller,240.0000001,1,1,0,0,1,0,151965.9999,0.03042542,0.036363636,1,5760.000002,2
7,63,Michelbob,144,0,1,0,0,1,0,2205,0.061767414,0.163636364,82.07999997,5327.999999,2
13,1,Amstel,144,0,0,1,0,1,0,14758.00001,0.098112093,0.472727273,14.85,9360.000005,4
1,24,Coors,72.00000002,0,1,0,0,1,0,140427,0.067140774,0.890909091,1,15839.99999,1
7,66,Michelbob,144,0,1,0,0,1,0,39337.99993,0.061985765,0.872727273,65.14000001,41759.99989,2
13,17,Bud,95.99999998,0,1,0,0,0,1,124692.0005,0.053023355,0.090909091,1,1536,4
14,32,Corona,72.00000002,1,1,0,0,1,0,5342.000002,0.110600956,1,1,31104.00009,4
14,65,Michelbob,144,1,1,0,0,1,0,39337.99993,0.060948899,1,1,129023.9997,4
7,25,Coors,144,0,1,0,0,1,0,140427,0.057350737,0.981818181,58.70000001,118800.0005,2
10,77,Miller,144,1,1,0,0,1,0,15313,0.044054657,0.254545454,1,5040,3
14,10,Bud,144,0,1,0,0,1,0,151079.0003,0.060225998,0.981818181,4.529999998,85680.00042,4
5,70,Miller,144,1,1,0,0,0,1,85000.99999,0.059205849,0.454545455,37.49000001,10656,2
8,29,Coors,144,1,1,0,0,0,1,6358.999998,0.058310352,0.363636364,48.5,5760.000002,2
7,15,Bud,216,0,0,0,1,0,1,1,0.059127483,0.254545454,101,5400.000002,2
7,9,Bud,72.00000002,1,1,0,0,1,0,151079.0003,0.067217141,0.872727273,1,15192.00001,2
8,70,Miller,144,1,1,0,0,0,1,85000.99999,0.059764511,0.454545455,35.54999999,7920.000002,2
1,17,Bud,95.99999998,0,1,0,0,0,1,124692.0005,0.045900271,0.072727273,1,960.0000005,1
8,26,Coors,144,1,1,0,0,1,0,140427,0.057903121,0.981818181,57.62000002,94608.00018,2
2,30,Corona,144,1,1,0,0,0,1,38192.00005,0.098492909,0.981818181,16.77,133343.9994,1
10,33,Corona,144,1,1,0,0,1,0,5342.000002,0.098373796,0.945454545,74.68999997,77183.99995,3
11,10,Bud,144,0,1,0,0,1,0,151079.0003,0.059144155,0.981818181,99.89000005,64656.00017,3
8,3,Amstel,144,1,0,1,0,1,0,14758.00001,0.099274707,0.763636364,14.78000001,28224.00003,2
4,8,Bud,72.00000002,0,1,0,0,1,0,151079.0003,0.067733926,0.363636364,1,4032.000001,1
5,42,Heineken,72.00000002,0,0,0,1,0,1,58738.00025,0.099541344,0.709090909,72.88,11520,2
1,71,Miller,144,1,1,0,0,0,1,85000.99999,0.057126065,0.363636364,72.42999998,5040,1
13,29,Coors,144,1,1,0,0,0,1,6358.999998,0.061525587,0.327272727,1,4752,4
13,23,Coors,144,0,1,0,0,0,1,6358.999998,0.060110577,0.363636364,1,4607.999998,4
13,43,Heineken,72.00000002,1,0,0,1,1,0,1,0.103517219,0.509090909,1,11952,4
5,15,Bud,216,0,0,0,1,0,1,1,0.062444218,0.218181818,101,4968.000002,2
13,8,Bud,72.00000002,0,1,0,0,1,0,151079.0003,0.067830234,0.436363636,1,4752,4
5,7,Bud,63.99999998,1,1,0,0,0,1,124692.0005,0.077580977,0.054545455,1,576.0000002,2
10,42,Heineken,72.00000002,0,0,0,1,0,1,58738.00025,0.09882705,0.709090909,75.25999999,9792.000002,3
4,11,Bud,144,1,1,0,0,1,0,151079.0003,0.058509818,0.981818181,49.66,69839.99996,1
4,19,Bud,144,1,1,0,0,0,1,124692.0005,0.057225629,0.963636363,57.01,49104.00015,1
4,38,Heineken,144,1,0,0,1,0,1,58738.00025,0.098426017,0.963636363,12.96,90287.99998,1
4,41,Heineken,144,0,0,0,1,0,1,58738.00025,0.098267339,0.909090909,13.38,29088.00009,1
5,60,Michelbob,144,1,0,1,0,0,0,6539.999997,0.062256286,0.872727273,79.39000002,39312.00021,2
2,9,Bud,72.00000002,1,1,0,0,1,0,151079.0003,0.066993565,0.872727273,1,17279.99999,1
1,22,Coors,48.00000002,0,1,0,0,0,1,6358.999998,0.077135758,0.327272727,1,2064.000001,1
13,25,Coors,144,0,1,0,0,1,0,140427,0.059600075,1,1,104975.9998,4
14,16,Bud,72.00000002,0,1,0,0,0,1,124692.0005,0.06755455,0.945454545,1,26567.99992,4
4,44,Heineken,72.00000002,1,0,0,0,0,0,1,0.101154299,0.6,83.83000003,7127.999999,1
11,24,Coors,72.00000002,0,1,0,0,1,0,140427,0.067602446,0.909090909,1,22680.00005,3
14,77,Miller,144,1,1,0,0,1,0,15313,0.045748976,0.272727273,1,7487.999999,4
13,72,Miller,95.99999998,0,1,0,0,0,1,15313,0.036958042,0.436363636,1,10272,4
4,70,Miller,144,1,1,0,0,0,1,85000.99999,0.059154111,0.527272727,47.66999999,8640.000002,1
11,18,Bud,144,0,1,0,0,0,1,124692.0005,0.059334873,0.981818181,98.05000004,78047.99992,3
4,30,Corona,144,1,1,0,0,0,1,38192.00005,0.098186051,0.981818181,9.740000003,140111.9998,1
14,1,Amstel,144,0,0,1,0,1,0,14758.00001,0.09852647,0.6,21.00000001,11520,4
13,2,Amstel,72.00000002,1,0,1,0,1,0,14758.00001,0.100278603,0.8,1,12960,4
5,12,Bud,63.99999998,1,1,0,0,1,0,151079.0003,0.077849712,0.145454545,1,960.0000005,2
1,67,Michelbob,72.00000002,1,1,0,0,1,0,39337.99993,0.0722879,0.781818181,1,15480,1
2,77,Miller,144,1,1,0,0,1,0,15313,0.043591371,0.272727273,1,6191.999998,1
1,70,Miller,144,1,1,0,0,0,1,85000.99999,0.060657959,0.436363636,54.44999998,8351.999999,1
5,31,Corona,72.00000002,1,1,0,0,0,1,38192.00005,0.108687153,0.981818181,1,43775.99996,2
11,38,Heineken,144,1,0,0,1,0,1,58738.00025,0.098449066,0.981818181,94.28999995,109439.9997,3
1,61,Michelbob,144,1,0,0,1,0,1,785.0000002,0.059929084,0.509090909,56.00000001,11520,1
4,32,Corona,72.00000002,1,1,0,0,1,0,5342.000002,0.110289496,0.927272727,1,17279.99999,1
7,13,Bud,72.00000002,1,1,0,0,0,1,124692.0005,0.067808749,0.909090909,1,17712,2
14,62,Michelbob,72.00000002,1,1,0,0,1,0,2205,0.071525351,0.745454545,1,11448,4
10,63,Michelbob,144,0,1,0,0,1,0,2205,0.059879135,0.109090909,1,1440.000001,3
2,10,Bud,144,0,1,0,0,1,0,151079.0003,0.057433175,0.981818181,94.85999996,67968.00033,1
10,40,Heineken,288.0000001,1,0,0,1,0,1,58738.00025,0.091391852,0.163636364,1,4319.999999,3
13,64,Michelbob,144,1,1,0,0,1,0,2205,0.060907351,1,1,48239.99993,4
2,3,Amstel,144,1,0,1,0,1,0,14758.00001,0.099090822,0.854545454,19.66000001,38592,1
7,80,Miller,240.0000001,1,1,0,0,1,0,151965.9999,0.03874573,0.036363636,1,4560.000002,2
10,2,Amstel,72.00000002,1,0,1,0,1,0,14758.00001,0.097884311,0.836363636,72.76999997,17856,3
14,17,Bud,95.99999998,0,1,0,0,0,1,124692.0005,0.055300317,0.090909091,1,1727.999999,4
4,18,Bud,144,0,1,0,0,0,1,124692.0005,0.057106854,0.981818181,57.02999999,77615.99996,1
8,74,Miller,95.99999998,1,1,0,0,1,0,15313,0.039999591,0.036363636,1,864.0000002,2
13,70,Miller,144,1,1,0,0,0,1,85000.99999,0.060991957,0.490909091,89.06000001,9648,4
13,76,Miller,144,0,1,0,0,0,1,15313,0.046548941,0.890909091,1,25056.00003,4
10,29,Coors,144,1,1,0,0,0,1,6358.999998,0.059240382,0.363636364,1,5471.999998,3
8,77,Miller,144,1,1,0,0,1,0,15313,0.043619398,0.254545454,1,6624,2
4,15,Bud,216,0,0,0,1,0,1,1,0.062444218,0.2,101,4535.999998,1
13,39,Heineken,72.00000002,1,0,0,1,0,1,58738.00025,0.101110284,0.981818181,1,28800.00011,4
4,31,Corona,72.00000002,1,1,0,0,0,1,38192.00005,0.110270642,0.963636363,1,34703.99989,1
13,75,Miller,72.00000002,1,1,0,0,0,1,15313,0.049373711,0.4,1,6048.000001,4
10,60,Michelbob,144,1,0,1,0,0,0,6539.999997,0.060835243,0.727272727,1,17856,3
13,19,Bud,144,1,1,0,0,0,1,124692.0005,0.05947277,1,1,53567.99979,4
5,3,Amstel,144,1,0,1,0,1,0,14758.00001,0.099232481,0.836363636,22.73999999,49680.00017,2
1,13,Bud,72.00000002,1,1,0,0,0,1,124692.0005,0.067712911,0.890909091,1,14904,1
10,16,Bud,72.00000002,0,1,0,0,0,1,124692.0005,0.067384161,0.872727273,1,18432.00001,3
8,18,Bud,144,0,1,0,0,0,1,124692.0005,0.057450412,0.981818181,95.33000005,83808.00023,2
1,60,Michelbob,144,1,0,1,0,0,0,6539.999997,0.060287647,0.781818181,65.35,16560,1
1,44,Heineken,72.00000002,1,0,0,0,0,0,1,0.102106347,0.418181818,1,3528,1
8,12,Bud,63.99999998,1,1,0,0,1,0,151079.0003,0.078499284,0.181818182,1,1727.999999,2
13,66,Michelbob,144,0,1,0,0,1,0,39337.99993,0.061384031,0.8,1,30527.99987,4
11,81,Miller,144,1,1,0,0,1,0,151965.9999,0.058116105,0.890909091,1,42336.00013,3
8,75,Miller,72.00000002,1,1,0,0,0,1,15313,0.04837248,0.418181818,1,5544.000001,2
5,24,Coors,72.00000002,0,1,0,0,1,0,140427,0.067388049,0.909090909,1,21743.99999,2
2,8,Bud,72.00000002,0,1,0,0,1,0,151079.0003,0.067849031,0.418181818,1,4968.000002,1
14,60,Michelbob,144,1,0,1,0,0,0,6539.999997,0.06111912,0.8,1,22751.99994,4
10,75,Miller,72.00000002,1,1,0,0,0,1,15313,0.048884509,0.418181818,1,6408.000002,3
2,63,Michelbob,144,0,1,0,0,1,0,2205,0.060950935,0.127272727,1,2160.000001,1
7,60,Michelbob,144,1,0,1,0,0,0,6539.999997,0.061560562,0.781818181,76.92999996,31104.00009,2
7,69,Michelbob,72.00000002,1,0,1,0,1,0,1,0.072642582,0.290909091,1,5040,2
2,79,Miller,144,1,1,0,0,1,0,151965.9999,0.060751417,0.909090909,62.55999999,53567.99979,1
5,40,Heineken,288.0000001,1,0,0,1,0,1,58738.00025,0.091391852,0.218181818,1,3744.000002,2
7,77,Miller,144,1,1,0,0,1,0,15313,0.04365228,0.236363636,1,5327.999999,2
7,62,Michelbob,72.00000002,1,1,0,0,1,0,2205,0.071981652,0.690909091,1,8496.000004,2
11,15,Bud,216,0,0,0,1,0,1,1,0.058417556,0.145454545,1,2160.000001,3
1,7,Bud,63.99999998,1,1,0,0,0,1,124692.0005,0.077574259,0.163636364,1,639.9999998,1
11,63,Michelbob,144,0,1,0,0,1,0,2205,0.06018551,0.109090909,1,1727.999999,3
11,32,Corona,72.00000002,1,1,0,0,1,0,5342.000002,0.107777573,0.945454545,1,19008,3
13,62,Michelbob,72.00000002,1,1,0,0,1,0,2205,0.07172831,0.672727272,1,9072,4
13,60,Michelbob,144,1,0,1,0,0,0,6539.999997,0.060997053,0.854545454,1,20160,4
1,33,Corona,144,1,1,0,0,1,0,5342.000002,0.098958901,0.927272727,22.56000001,48095.99988,1
2,42,Heineken,72.00000002,0,0,0,1,0,1,58738.00025,0.102740145,0.654545454,1,6767.999998,1
5,81,Miller,144,1,1,0,0,1,0,151965.9999,0.057429467,0.909090909,56.58999999,47664.00024,2
14,76,Miller,144,0,1,0,0,0,1,15313,0.046677537,0.8,1,29375.9999,4
1,63,Michelbob,144,0,1,0,0,1,0,2205,0.060018411,0.163636364,69.41999997,2736.000001,1
1,10,Bud,144,0,1,0,0,1,0,151079.0003,0.057615429,0.981818181,95.31,48095.99988,1
11,1,Amstel,144,0,0,1,0,1,0,14758.00001,0.097991784,0.490909091,88.30000003,9072,3
1,65,Michelbob,144,1,1,0,0,1,0,39337.99993,0.061010208,0.981818181,52.73000002,87407.99994,1
14,81,Miller,144,1,1,0,0,1,0,151965.9999,0.058628362,0.963636363,11.09,48528,4
13,67,Michelbob,72.00000002,1,1,0,0,1,0,39337.99993,0.072372141,0.818181819,1,23184.00013,4
7,44,Heineken,72.00000002,1,0,0,0,0,0,1,0.097843277,0.654545454,80.55000003,6336.000003,2
8,33,Corona,144,1,1,0,0,1,0,5342.000002,0.098154329,0.945454545,98.71999998,63215.99983,2
5,25,Coors,144,0,1,0,0,1,0,140427,0.057366851,0.981818181,95.78000001,157248.0006,2
14,40,Heineken,288.0000001,1,0,0,1,0,1,58738.00025,0.09223637,0.218181818,1,4607.999998,4
8,9,Bud,72.00000002,1,1,0,0,1,0,151079.0003,0.066936274,0.890909091,1,16272,2
5,10,Bud,144,0,1,0,0,1,0,151079.0003,0.057476211,0.981818181,97.27000001,69551.99978,2
5,17,Bud,95.99999998,0,1,0,0,0,1,124692.0005,0.049019183,0.090909091,1,1920,2
4,60,Michelbob,144,1,0,1,0,0,0,6539.999997,0.061748129,0.836363636,73.40000003,31823.99997,1
1,8,Bud,72.00000002,0,1,0,0,1,0,151079.0003,0.067395022,0.454545455,1,5327.999999,1
4,74,Miller,95.99999998,1,1,0,0,1,0,15313,0.039999591,0.036363636,1,864.0000002,1
8,22,Coors,48.00000002,0,1,0,0,0,1,6358.999998,0.07258753,0.290909091,1,1632.000001,2
1,29,Coors,144,1,1,0,0,0,1,6358.999998,0.058348551,0.363636364,94.33000003,6479.999998,1
5,9,Bud,72.00000002,1,1,0,0,1,0,151079.0003,0.066540356,0.854545454,1,16272,2
8,78,Miller,72.00000002,1,1,0,0,1,0,151965.9999,0.058926931,0.2,1,6840.000003,2
8,10,Bud,144,0,1,0,0,1,0,151079.0003,0.057990725,0.981818181,97.41000002,72288.00005,2
14,61,Michelbob,144,1,0,0,1,0,1,785.0000002,0.060338273,0.563636363,1,14400.00001,4
8,11,Bud,144,1,1,0,0,1,0,151079.0003,0.058931774,0.981818181,90.78,77472.00002,2
8,65,Michelbob,144,1,1,0,0,1,0,39337.99993,0.060380693,0.981818181,66.72,137375.9999,2
13,9,Bud,72.00000002,1,1,0,0,1,0,151079.0003,0.066964475,0.909090909,1,19296.00001,4
14,14,Bud,216,1,0,0,1,0,1,1,0.059482555,0.254545454,1,4968.000002,4
2,64,Michelbob,144,1,1,0,0,1,0,2205,0.060889277,0.909090909,1,35856.00014,1
2,44,Heineken,72.00000002,1,0,0,0,0,0,1,0.102194277,0.363636364,1,2952.000001,1
13,31,Corona,72.00000002,1,1,0,0,0,1,38192.00005,0.110367109,0.981818181,1,41544.00019,4
5,41,Heineken,144,0,0,0,1,0,1,58738.00025,0.098487288,0.909090909,7.349999998,36288.00011,2
11,80,Miller,240.0000001,1,1,0,0,1,0,151965.9999,0.037895575,0.036363636,1,7200,3
1,9,Bud,72.00000002,1,1,0,0,1,0,151079.0003,0.066248656,0.854545454,1,14832,1
7,67,Michelbob,72.00000002,1,1,0,0,1,0,39337.99993,0.072083276,0.781818181,1,17856,2
5,65,Michelbob,144,1,1,0,0,1,0,39337.99993,0.062505519,0.981818181,63.91999997,175536.0002,2
1,28,Coors,72.00000002,1,1,0,0,1,0,140427,0.066328403,0.981818181,1,18072,1
1,31,Corona,72.00000002,1,1,0,0,0,1,38192.00005,0.110308998,0.981818181,1,28511.99999,1
10,28,Coors,72.00000002,1,1,0,0,1,0,140427,0.066648349,0.945454545,1,25632,3
11,76,Miller,144,0,1,0,0,0,1,15313,0.045909611,0.872727273,1,28224.00003,3
2,74,Miller,95.99999998,1,1,0,0,1,0,15313,0.039999591,0.036363636,1,864.0000002,1
7,30,Corona,144,1,1,0,0,0,1,38192.00005,0.097864577,0.981818181,96.75000001,145584.0002,2
11,28,Coors,72.00000002,1,1,0,0,1,0,140427,0.067205098,0.963636363,1,26783.99991,3
10,65,Michelbob,144,1,1,0,0,1,0,39337.99993,0.060799787,0.981818181,1,96624.00033,3
8,13,Bud,72.00000002,1,1,0,0,0,1,124692.0005,0.067856532,0.927272727,1,16128,2
2,23,Coors,144,0,1,0,0,0,1,6358.999998,0.057725414,0.490909091,98.95999999,7056.000002,1
11,70,Miller,144,1,1,0,0,0,1,85000.99999,0.059842714,0.472727273,1,8496.000004,3
8,15,Bud,216,0,0,0,1,0,1,1,0.057264544,0.272727273,101,5184,2
8,79,Miller,144,1,1,0,0,1,0,151965.9999,0.059403075,0.909090909,45.08999998,49968.00002,2
5,74,Miller,95.99999998,1,1,0,0,1,0,15313,0.039999591,0.036363636,1,576.0000002,2
8,63,Michelbob,144,0,1,0,0,1,0,2205,0.059696289,0.181818182,82.48000002,3888.000002,2
2,29,Coors,144,1,1,0,0,0,1,6358.999998,0.058887695,0.309090909,87.84000002,5471.999998,1
11,19,Bud,144,1,1,0,0,0,1,124692.0005,0.059201219,0.963636363,99.17999999,55295.99988,3
4,17,Bud,95.99999998,0,1,0,0,0,1,124692.0005,0.048545379,0.090909091,1,2112,1
7,28,Coors,72.00000002,1,1,0,0,1,0,140427,0.066510629,0.927272727,1,21527.99999,2
13,14,Bud,216,1,0,0,1,0,1,1,0.058324978,0.254545454,1,4968.000002,4
2,73,Miller,144,1,1,0,0,0,1,15313,0.043651959,0.872727273,4.809999999,41616.0001,1
5,66,Michelbob,144,0,1,0,0,1,0,39337.99993,0.062754901,0.890909091,66.06,44928.00012,2
2,65,Michelbob,144,1,1,0,0,1,0,39337.99993,0.061831847,0.981818181,1,98352.00008,1
13,79,Miller,144,1,1,0,0,1,0,151965.9999,0.061251998,0.909090909,91.00000004,44640.00013,4
7,16,Bud,72.00000002,0,1,0,0,0,1,124692.0005,0.066773496,0.872727273,1,17424,2
2,28,Coors,72.00000002,1,1,0,0,1,0,140427,0.0667249,0.963636363,1,24119.99998,1
5,29,Coors,144,1,1,0,0,0,1,6358.999998,0.05771613,0.454545455,95.44000002,7775.999999,2
1,18,Bud,144,0,1,0,0,0,1,124692.0005,0.057415648,0.963636363,94.49999995,57600.00019,1
1,16,Bud,72.00000002,0,1,0,0,0,1,124692.0005,0.065642185,0.909090909,1,18720,1
10,17,Bud,95.99999998,0,1,0,0,0,1,124692.0005,0.053878082,0.090909091,1,1440.000001,3
1,11,Bud,144,1,1,0,0,1,0,151079.0003,0.058482808,0.963636363,91.47999999,54432.00026,1
1,32,Corona,72.00000002,1,1,0,0,1,0,5342.000002,0.110238284,0.890909091,1,13176,1
10,8,Bud,72.00000002,0,1,0,0,1,0,151079.0003,0.067383484,0.4,1,5112,3
14,33,Corona,144,1,1,0,0,1,0,5342.000002,0.09835701,1,13.16,116063.9998,4
14,80,Miller,240.0000001,1,1,0,0,1,0,151965.9999,0.038717821,0.090909091,48.5,9600.000005,4
1,74,Miller,95.99999998,1,1,0,0,1,0,15313,0.039999591,0.018181818,1,480,1
5,73,Miller,144,1,1,0,0,0,1,15313,0.043904521,0.872727273,2.760000001,49104.00015,2
7,68,Michelbob,144,1,1,0,0,1,0,1,0.062124408,0.781818181,58.10999999,57744.00018,2
7,29,Coors,144,1,1,0,0,0,1,6358.999998,0.058698534,0.381818182,48.62000001,6048.000001,2
7,33,Corona,144,1,1,0,0,1,0,5342.000002,0.097870154,0.981818181,97.36000003,63360.00022,2
2,7,Bud,63.99999998,1,1,0,0,0,1,124692.0005,0.077589374,0.127272727,1,512,1
2,33,Corona,144,1,1,0,0,1,0,5342.000002,0.099463896,0.945454545,22.78,58176.00014,1
7,32,Corona,72.00000002,1,1,0,0,1,0,5342.000002,0.098412032,0.981818181,94.93999999,21384,2
14,11,Bud,144,1,1,0,0,1,0,151079.0003,0.060848212,1,11.64,97487.99976,4
7,24,Coors,72.00000002,0,1,0,0,1,0,140427,0.067052508,0.872727273,1,16488.00001,2
13,61,Michelbob,144,1,0,0,1,0,1,785.0000002,0.060592773,0.490909091,1,13104,4
2,41,Heineken,144,0,0,0,1,0,1,58738.00025,0.098236565,0.836363636,13.72,24911.9999,1
5,16,Bud,72.00000002,0,1,0,0,0,1,124692.0005,0.065853074,0.890909091,1,19944,2
8,60,Michelbob,144,1,0,1,0,0,0,6539.999997,0.06029539,0.781818181,77.07000002,33696.00017,2
8,14,Bud,216,1,0,0,1,0,1,1,0.055082213,0.309090909,101,7775.999999,2
13,44,Heineken,72.00000002,1,0,0,0,0,0,1,0.10249742,0.618181818,1,5976.000001,4
7,65,Michelbob,144,1,1,0,0,1,0,39337.99993,0.061379602,0.981818181,62.31000003,133631.9997,2
